familyname,birth_lng,birth_lat,work__lng,work_lat,count
лю,122.4069258,37.12868609,114.061547,22.528466,1
лю,122.4069258,37.12868609,114.149484,22.498024,1
лю,122.4069258,37.12868609,117.082567,36.672163,1
лю,122.4816865,30.70500393,122.331544,29.976836,1
лю,122.7912006,40.84035425,106.637559,29.723927,1
лю,122.7912006,40.84035425,123.599872,41.765562,1
лю,123.0207058,41.11823512,122.9974,41.096332,1
лю,123.0404735,41.16417289,120.187607,30.286744,1
лю,123.1783743,41.27459314,116.305434,39.96549,1
лю,123.2012164,41.27112221,123.191605,41.268438,1
лю,123.3586298,41.80572417,113.129505,23.015374,1
лю,123.3586298,41.80572417,123.383436,41.809038,1
лю,123.3586298,41.80572417,123.465461,41.802274,1
лю,123.4143317,41.7864744,113.368509,23.130358,1
лю,123.4143317,41.7864744,123.426644,41.795236,3
лю,123.4143317,41.7864744,123.465461,41.802274,1
лю,123.4153763,41.8489132,123.426644,41.795236,2
лю,123.4153763,41.8489132,123.431621,41.826042,6
лю,123.4535523,41.79830464,120.136438,30.265916,1
лю,123.4535523,41.79830464,123.465461,41.802274,4
лю,123.4535523,41.79830464,123.476405,41.811425,1
лю,123.4989268,41.83527908,123.476405,41.811425,1
лю,123.5719984,47.22895185,123.63651,47.215504,1
лю,123.5998717,41.76556202,123.599872,41.765562,1
лю,123.6925752,41.24040069,121.443396,31.194557,1
лю,123.6925752,41.24040069,123.426644,41.795236,1
лю,123.7118657,41.45615399,123.692507,41.492916,1
лю,123.7859965,41.86040359,123.964375,41.88597,1
лю,123.9017369,41.34775211,123.823474,41.314939,1
лю,123.9113686,41.86978966,123.951414,41.889164,2
лю,123.9448383,47.30107316,120.638508,31.268261,1
лю,124.0212788,47.40486571,123.96135,47.360555,1
лю,124.1365888,41.75007667,123.476405,41.811425,1
лю,124.1585643,41.19567023,123.314633,41.799668,1
лю,124.1961042,51.99178897,114.469438,38.05712,1
лю,124.2629309,47.30348857,123.984416,47.347019,1
лю,124.3553916,43.21415972,125.262443,43.88681,1
лю,124.3555629,40.06703532,124.366579,40.110719,1
лю,124.3555629,40.06703532,124.434387,40.164697,1
лю,124.5717468,47.66582009,123.96135,47.360555,1
лю,124.6990774,46.070051,125.108658,46.593633,1
лю,124.8384268,46.72916038,125.108658,46.593633,1
лю,124.8675711,45.29270962,124.823423,45.178039,2
лю,125.0424515,46.66331135,125.108658,46.593633,1
лю,125.0424515,46.66331135,125.13351,46.638936,1
лю,125.1417667,46.53556824,125.140473,46.567678,1
лю,125.1913308,43.91216456,125.262443,43.88681,1
лю,125.2109975,42.9131966,116.305434,39.96549,1
лю,125.2109975,42.9131966,125.143452,42.907634,1
лю,125.2782265,43.68910862,112.937448,28.241489,1
лю,125.2782265,43.68910862,117.156515,39.144105,1
лю,125.2782265,43.68910862,119.438505,32.400661,1
лю,125.2782265,43.68910862,125.262443,43.88681,1
лю,125.2782265,43.68910862,125.295401,43.840641,1
лю,125.3448993,43.99825241,116.305434,39.96549,1
лю,125.3448993,43.99825241,125.295401,43.840641,1
лю,125.3448993,43.99825241,125.334625,43.949502,1
лю,125.4196487,43.73219054,102.758526,25.122372,1
лю,125.4196487,43.73219054,114.137432,22.554485,1
лю,125.4196487,43.73219054,125.35661,43.869873,6
лю,125.4548089,42.6839339,112.937448,28.241489,1
лю,125.6114848,43.87222272,113.936539,22.5385,1
лю,125.9601237,41.6772624,125.933595,41.708405,1
лю,126.3265131,44.02389756,121.388612,31.118843,1
лю,126.3265131,44.02389756,126.56857,43.827152,1
лю,126.3265131,44.02389756,126.581449,43.887992,1
лю,126.3684185,45.68613924,113.250502,23.131791,1
лю,126.3684185,45.68613924,126.675638,45.765866,1
лю,126.3890895,43.88217194,125.35661,43.869873,1
лю,126.5902545,45.66612348,106.730535,26.610381,1
лю,126.5902545,45.66612348,112.459421,34.624263,1
лю,126.5902545,45.66612348,113.936539,22.5385,1
лю,126.5902545,45.66612348,125.295401,43.840641,1
лю,126.5902545,45.66612348,126.675638,45.765866,4
лю,126.6533509,45.72825781,126.653351,45.728258,1
лю,126.6822731,45.59009978,114.708439,23.740298,1
лю,126.6950848,44.10087436,126.568545,43.916343,1
лю,127.6239381,42.27790911,113.936539,22.5385,1
лю,129.7839151,44.5879751,129.642527,44.601775,1
лю,129.8604468,44.4084045,104.072053,30.599057,1
лю,129.8604468,44.4084045,129.633478,44.58746,1
лю,130.0724062,46.98831851,118.804413,32.054757,1
лю,130.2475014,47.48373736,113.250502,23.131791,1
лю,130.2475014,47.48373736,113.271431,23.135336,1
лю,130.2475014,47.48373736,130.323361,47.344987,1
лю,130.3578623,46.81787064,126.675638,45.765866,1
лю,130.8931883,45.81349359,131.026444,45.7718,1
лю,130.9599368,45.30761021,116.305434,39.96549,1
лю,130.9925031,45.77009251,131.026444,45.7718,2
лю,131.1505559,46.81843708,126.669624,45.71362,1
лю,131.178514,46.6585246,131.165342,46.652586,2
